listing_id,high,medium,low
6873384,0.513575,0.339068,0.147357
6934693,0.00128694,0.0125409,0.986172
7224450,0.0279144,0.530563,0.441523
6898157,0.00115247,0.0117574,0.98709
6837355,0.000920351,0.0171047,0.981975
6830595,0.160413,0.408964,0.430623
6943561,0.353898,0.396924,0.249178
6844380,0.26399,0.56818,0.16783
6814286,0.0122709,0.104701,0.883029
6898520,0.138172,0.550672,0.311156
6940979,0.570305,0.327397,0.102298
6851090,0.0300728,0.0364779,0.933449
7107169,0.0175789,0.243131,0.73929
6830287,0.0473182,0.189799,0.762883
6933575,0.032399,0.191236,0.776365
6938972,0.159279,0.624217,0.216504
6888315,0.000110267,0.00393431,0.995955
6855106,0.010508,0.154515,0.834977
6838237,0.202468,0.48406,0.313472
6901024,0.11302,0.297955,0.589024
6846627,0.00476937,0.0723397,0.922891
7219857,7.75085e-05,0.00596677,0.993956
6852685,0.023321,0.178372,0.798307
6831610,0.0381936,0.378951,0.582855
6943538,0.0294824,0.106987,0.863531
6911637,0.000451014,0.0053297,0.994219
6854543,0.00824024,0.0523523,0.939407
6940451,0.110334,0.5248,0.364867
6819530,0.149573,0.287027,0.5634
7093396,0.0214891,0.289687,0.688824
6840326,0.0125547,0.0742885,0.913157
6834204,0.00163363,0.0392681,0.959098
6902518,0.0939105,0.410286,0.495804
6930253,0.010962,0.0600095,0.929029
6828293,0.00048718,0.00958322,0.98993
7203744,0.949274,0.0438571,0.00686918
6816478,0.299299,0.410334,0.290367
6868890,0.0218945,0.0669674,0.911138
6879338,0.0608569,0.538684,0.400459
6898532,0.0195532,0.257879,0.722568
6899965,0.0010938,0.0120179,0.986888
7133875,0.000381564,0.00469992,0.994919
6822218,0.0401517,0.335065,0.624783
6814018,0.0980126,0.248254,0.653734
6896376,0.11306,0.434122,0.452818
6918670,0.187518,0.646993,0.165489
6867839,0.00165823,0.012398,0.985944
6823554,0.000991183,0.0162911,0.982718
6934798,0.00522594,0.0396032,0.955171
6820823,0.140772,0.516792,0.342436
6880212,0.0163438,0.129083,0.854574
6934814,0.000729513,0.0100312,0.989239
7254134,0.0117494,0.0684089,0.919842
6938303,0.257589,0.490576,0.251836
6813807,0.0209988,0.233828,0.745174
6878604,0.00392871,0.00745698,0.988614
6876763,0.000559427,0.00288784,0.996553
6844352,0.00185418,0.0247015,0.973444
6915939,0.162433,0.521434,0.316134
7109370,0.0409822,0.281994,0.677024
6855445,0.0666823,0.248603,0.684715
6818668,0.0121743,0.190106,0.79772
6836527,0.000141098,0.00208807,0.997771
6831717,0.00603727,0.131719,0.862244
6937162,0.0315989,0.325147,0.643254
6922876,0.00637857,0.0533159,0.940305
7109482,0.0494311,0.364255,0.586314
6940972,0.0422329,0.211918,0.745849
6883790,0.038963,0.310735,0.650302
6921643,0.0225091,0.168763,0.808728
6935700,0.00547561,0.0825051,0.912019
6827025,0.00541921,0.154128,0.840453
6943096,0.0127154,0.0734849,0.9138
7161468,0.00110585,0.0122234,0.986671
6879610,0.00906951,0.0441753,0.946755
6935762,0.0470796,0.37001,0.582911
6925042,0.0190905,0.0792368,0.901673
7121050,0.0235196,0.330455,0.646025
6821601,0.00192655,0.0081761,0.989897
6926810,0.00110405,0.0279181,0.970978
6946532,0.0113132,0.203175,0.785512
6875171,0.0658083,0.400623,0.533568
7096285,0.113529,0.386809,0.499661
6812321,0.000811163,0.0129439,0.986245
6822697,0.151213,0.332847,0.51594
6941294,0.00594146,0.119133,0.874925
6873564,0.00113694,0.00898497,0.989878
6926791,0.00892334,0.400284,0.590792
7142444,0.552743,0.39281,0.0544469
6878128,0.0808646,0.756967,0.162168
6927428,0.0149538,0.269953,0.715094
6812674,0.00028766,0.00450856,0.995204
6881774,0.0908322,0.458085,0.451083
7167797,0.00539856,0.0300564,0.964545
6865238,0.0793048,0.442395,0.478301
6841710,0.0392533,0.324829,0.635917
6856334,0.00245494,0.0282612,0.969284
6906462,0.00140088,0.0639713,0.934628
6837438,0.0432915,0.267281,0.689428
6908277,0.213481,0.545313,0.241206
6841291,0.00430123,0.0235156,0.972183
6915178,0.104007,0.343538,0.552455
6893031,0.186621,0.53704,0.27634
6894985,0.311872,0.597311,0.0908172
6931134,0.0269067,0.266521,0.706572
6872264,0.421096,0.314173,0.264731
6816953,0.119527,0.675394,0.205079
7163518,0.303558,0.540391,0.156051
6893253,0.00972937,0.162474,0.827797
6943822,0.051449,0.156919,0.791632
6946313,0.0158914,0.156497,0.827611
6839443,0.0106894,0.131865,0.857446
6911338,0.0330257,0.271042,0.695932
7223877,0.588693,0.333703,0.0776033
6917884,0.0122412,0.401543,0.586216
6823126,0.000578441,0.0135306,0.985891
6939488,0.025042,0.0851807,0.889777
7196924,0.00235482,0.0233787,0.974267
6905685,0.0009619,0.00991467,0.989123
6894092,0.000581749,0.00722535,0.992193
6812181,0.000744699,0.0134956,0.98576
6854610,0.0466003,0.599773,0.353627
6873754,0.141815,0.452618,0.405568
6859181,0.947588,0.0446662,0.00774605
6825402,0.0017677,0.0560821,0.94215
6819526,0.00242651,0.194802,0.802772
6896065,0.000785499,0.0269452,0.972269
6931793,0.0213609,0.288701,0.689938
6907360,0.00677511,0.20285,0.790375
6813182,0.0555567,0.258364,0.686079
6823959,0.00102873,0.0168776,0.982094
6942189,0.225909,0.497537,0.276554
6844384,0.0370468,0.392171,0.570783
6836888,0.294342,0.443755,0.261903
6917844,0.00726993,0.142112,0.850618
6937842,0.120169,0.714115,0.165716
6926917,0.0195375,0.299968,0.680495
7160740,0.0745078,0.276993,0.6485
6936310,0.0283365,0.293585,0.678079
6849109,0.189045,0.435536,0.375419
6831018,0.000268936,0.00541806,0.994313
6909842,0.000990389,0.0409593,0.95805
6861360,0.000426122,0.0322737,0.9673
6883414,0.0233029,0.224423,0.752274
6876026,0.0486951,0.199025,0.75228
7095390,0.000234011,0.00409949,0.995667
6932265,0.425374,0.470144,0.104482
6870949,0.0177559,0.203677,0.778567
6831335,0.0231257,0.185537,0.791338
6895698,0.0700215,0.418348,0.51163
6889889,0.0571531,0.244253,0.698594
6876679,0.011944,0.09622,0.891836
6947097,0.271391,0.213729,0.514879
6874970,0.00104802,0.0157976,0.983154
6831069,0.348729,0.544917,0.106354
6833628,0.0682436,0.436673,0.495084
6819282,0.0190832,0.35886,0.622056
6825025,0.00378337,0.0568203,0.939396
6856513,0.0554432,0.348103,0.596453
6928711,0.000208421,0.00328058,0.996511
6832548,0.0927017,0.465767,0.441532
6881870,0.00909534,0.238354,0.75255
6866978,0.434675,0.370398,0.194928
7163400,0.294714,0.519233,0.186053
6917187,0.0460484,0.0914474,0.862504
6927475,0.062159,0.327024,0.610817
6903243,0.142187,0.272082,0.58573
6876188,0.0143889,0.112626,0.872985
6922219,0.00185803,0.0411331,0.957009
7104085,0.000541647,0.00609291,0.993365
6920897,0.166209,0.681564,0.152226
6812177,0.00195342,0.0215427,0.976504
6941047,0.0618086,0.595673,0.342518
6827609,0.00035663,0.00743651,0.992207
6934328,0.00074302,0.0149002,0.984357
6937556,0.20615,0.665598,0.128252
6879765,0.166915,0.667105,0.165979
6942927,0.00230127,0.0953004,0.902398
6945170,0.0569804,0.432236,0.510784
6901915,0.0104646,0.162762,0.826773
6824475,0.00490452,0.0257981,0.969297
6832968,0.0225492,0.231876,0.745575
7166718,0.000377192,0.00791968,0.991703
6905079,0.00437279,0.0996613,0.895966
6940297,0.439304,0.500478,0.0602185
6911080,0.0321084,0.46004,0.507851
6917208,0.00263743,0.0177274,0.979635
6858925,0.0200632,0.347755,0.632182
7169883,0.177743,0.474369,0.347887
6944112,0.375268,0.549043,0.0756899
6885816,0.0190464,0.210574,0.770379
6837733,0.00848447,0.212247,0.779269
6828658,0.051968,0.257566,0.690466
6839429,0.128892,0.426048,0.44506
7164794,0.00664881,0.0325708,0.96078
6837661,0.122465,0.302799,0.574735
6883255,0.00284039,0.06407,0.93309
6833054,0.0150895,0.13772,0.84719
7675463,0.0779111,0.211367,0.710722
6871526,0.0801023,0.315029,0.604869
6876295,0.00843003,0.141456,0.850114
7204045,0.000672679,0.0159393,0.983388
6840357,0.125225,0.462046,0.412729
6917531,0.000235691,0.00546793,0.994296
6886057,0.416136,0.54116,0.0427037
6833734,0.0259633,0.363062,0.610975
6908098,0.150566,0.340842,0.508591
6860562,0.0122242,0.181744,0.806032
6859167,0.454975,0.474384,0.070641
6812141,0.000261164,0.0089544,0.990784
6919431,0.00117119,0.0550017,0.943827
6869389,0.0246904,0.254239,0.72107
6906034,0.0149297,0.138663,0.846407
7108495,0.000432051,0.00479433,0.994774
6864681,0.000517362,0.015476,0.984007
6893982,0.00373989,0.0882051,0.908055
6862160,0.0159978,0.16577,0.818232
6854804,0.0276977,0.518463,0.453839
7143164,0.0361456,0.547639,0.416216
6936651,0.0201678,0.137454,0.842378
6837450,0.0191459,0.160199,0.820655
6908259,0.942223,0.0550441,0.00273325
6916539,0.0180264,0.140491,0.841482
6947176,0.100648,0.249553,0.6498
6933958,0.463674,0.423157,0.113168
6816549,0.22509,0.559121,0.21579
6876117,0.000770815,0.0312424,0.967987
6848605,0.0255445,0.382658,0.591798
6840659,0.086913,0.327142,0.585945
6823496,0.220855,0.42186,0.357285
6912609,4.26836e-05,0.00134143,0.998616
7097937,0.00630047,0.0927922,0.900907
6924524,0.040252,0.270599,0.689149
6938236,0.106724,0.433613,0.459662
6865751,0.00109907,0.0152653,0.983636
6936323,0.00668648,0.165867,0.827447
6868422,0.0794861,0.314842,0.605671
7210133,0.0153153,0.212954,0.771731
7215631,0.0147302,0.146337,0.838932
6940189,0.0147565,0.190979,0.794264
6888941,0.00053885,0.0170826,0.982379
6831598,0.169509,0.470483,0.360008
6939963,0.00632366,0.0340805,0.959596
6897175,0.251679,0.421816,0.326505
6816167,0.0257923,0.20861,0.765598
6812965,0.0122594,0.160658,0.827083
7149372,0.305826,0.521692,0.172482
6875959,0.00234528,0.0203833,0.977271
6925644,0.106539,0.548758,0.344703
6874269,0.122255,0.518008,0.359738
6814721,0.00328278,0.0203136,0.976404
6922432,0.01797,0.269025,0.713005
6858861,0.00793508,0.0949655,0.897099
6835339,0.000372137,0.00424376,0.995384
6896997,0.359333,0.404944,0.235723
6921134,0.000435646,0.00317337,0.996391
6883685,0.356497,0.523047,0.120457
6911406,0.000170603,0.00334769,0.996482
6825733,0.620931,0.210836,0.168233
6884462,0.217059,0.477877,0.305063
6858682,0.00315022,0.0378156,0.959034
6894013,0.0906705,0.544969,0.36436
6856391,0.39806,0.376788,0.225152
6828064,0.000345621,0.0159808,0.983674
6817336,0.000117884,0.0037479,0.996134
6819178,0.0355521,0.353127,0.611321
7147339,0.172982,0.433443,0.393575
6887757,0.262193,0.530592,0.207216
6946859,0.0714743,0.402347,0.526179
6855963,0.00221044,0.0102519,0.987538
6839828,0.125184,0.451161,0.423654
6870806,0.094641,0.385963,0.519396
6880221,0.15714,0.478935,0.363925
6921809,0.0213218,0.213057,0.765622
6897069,0.132189,0.430751,0.43706
6897157,0.303419,0.550673,0.145908
6898912,0.00995444,0.298964,0.691082
6856271,0.0375044,0.348247,0.614249
6888381,9.65777e-05,0.00316484,0.996739
7099191,0.00153221,0.0304228,0.968045
6917882,0.213395,0.563154,0.223451
6931260,0.000144046,0.00594502,0.993911
6849996,0.0469008,0.474277,0.478822
6887973,0.0698508,0.446734,0.483416
6850205,0.240344,0.505706,0.25395
6845657,0.0255213,0.469554,0.504925
6930302,0.0270074,0.16327,0.809723
6852391,0.00362431,0.0101783,0.986197
6920411,0.243158,0.153824,0.603018
6907999,0.00665535,0.0939798,0.899365
6864094,0.0062064,0.0723406,0.921453
6813852,0.0174118,0.166945,0.815643
7232295,0.172193,0.474089,0.353718
6896558,0.0827829,0.43088,0.486337
6858919,0.0734132,0.433245,0.493342
6847828,0.0185937,0.153423,0.827983
6925116,0.0275333,0.350042,0.622425
6854687,0.0143409,0.0630697,0.922589
6946415,0.0423868,0.751464,0.20615
6827859,9.21035e-05,0.00200501,0.997903
6884313,0.424801,0.473207,0.101992
6848651,0.00533842,0.0327463,0.961915
7136298,0.0253819,0.260555,0.714063
6874534,0.0525832,0.392418,0.554999
6908942,0.405553,0.552705,0.0417422
6894718,0.00116657,0.033809,0.965024
6876449,0.0371129,0.257874,0.705013
6825630,0.111845,0.551542,0.336613
7155655,0.00374385,0.0904948,0.905761
7201310,0.00652719,0.0828234,0.910649
6864334,0.00127327,0.0449067,0.95382
6876658,0.00528056,0.128547,0.866173
6842370,0.16522,0.669086,0.165694
6835467,0.814807,0.117195,0.0679983
7227368,0.0636123,0.360297,0.576091
6859482,0.0380233,0.287846,0.67413
6878641,0.00470312,0.0706809,0.924616
6869916,6.71389e-05,0.00101192,0.998921
6841060,0.0289319,0.22209,0.748978
6887832,0.0192322,0.276467,0.704301
6905898,0.000943245,0.0154199,0.983637
7104742,0.312575,0.543493,0.143932
6948090,0.0157859,0.283015,0.701199
6839851,0.129184,0.390793,0.480023
6934051,0.00379484,0.0717556,0.92445
6888727,0.102153,0.494834,0.403012
7167478,0.00457154,0.0886161,0.906812
6892109,0.301323,0.372484,0.326193
6908544,0.586235,0.340963,0.072802
6921725,0.0563239,0.443023,0.500653
6932343,0.043905,0.612965,0.34313
6914309,0.00159948,0.0125838,0.985817
6919805,0.0218389,0.07579,0.902371
6947828,0.0141498,0.185067,0.800783
6920362,0.0294281,0.188163,0.782409
7110179,0.667175,0.261864,0.0709607
6877834,0.165788,0.454748,0.379464
6876966,0.0519785,0.253465,0.694556
6823918,0.00257116,0.0229431,0.974486
6871243,0.000951908,0.0112212,0.987827
6928189,0.109349,0.480607,0.410044
6852455,0.0517901,0.255328,0.692882
7208631,0.0256899,0.249875,0.724435
6831811,0.173805,0.437306,0.388889
6904276,0.000729178,0.0103597,0.988911
6831589,0.0897199,0.164903,0.745377
6901814,0.0896325,0.492705,0.417662
6854667,0.774104,0.14895,0.0769457
7192650,0.000427093,0.0115066,0.988066
6836299,0.000812328,0.0124322,0.986755
6887919,0.00323486,0.0732275,0.923538
6927679,0.0473612,0.35152,0.601119
6855908,0.0392255,0.303069,0.657705
6854766,0.00323155,0.0563669,0.940402
6847472,0.0163133,0.0888659,0.894821
6862519,0.145205,0.284078,0.570717
6938819,0.333642,0.384705,0.281653
6945434,0.129509,0.43543,0.435061
6832722,0.74978,0.147767,0.102453
6852707,0.00315306,0.0583225,0.938524
7177680,0.0422646,0.204589,0.753146
6834945,0.00211072,0.00912212,0.988767
6890316,0.00280088,0.0461192,0.95108
6816620,0.00131412,0.0323272,0.966359
6945175,0.00603672,0.095714,0.898249
6914016,0.0106856,0.171601,0.817713
6852619,0.024781,0.198518,0.776701
6813211,0.0937749,0.459322,0.446904
6820546,0.00544061,0.0907511,0.903808
6836128,0.00128677,0.0181859,0.980527
6850557,0.0706296,0.553691,0.37568
6864997,0.085608,0.173587,0.740805
6883705,0.0126863,0.149482,0.837831
6898767,0.00310721,0.0577265,0.939166
6866020,0.018476,0.288501,0.693023
7126382,0.392153,0.41058,0.197267
6847427,0.136797,0.40948,0.453723
6841013,0.0214457,0.118492,0.860062
6909469,0.000160159,0.00399165,0.995848
6922473,0.00587466,0.0814026,0.912723
6925906,0.0408599,0.321775,0.637365
6946014,0.0426836,0.34343,0.613886
6820739,0.00979898,0.195184,0.795017
6927559,0.349517,0.40292,0.247563
7174772,0.000430875,0.00551824,0.994051
6931036,0.0064408,0.19925,0.79431
6918163,0.00934766,0.11464,0.876012
6893604,0.241262,0.483531,0.275207
6868844,0.0935077,0.455668,0.450824
6814537,0.650706,0.268144,0.0811492
6916118,0.000861108,0.00838358,0.990755
6838509,0.0449177,0.481121,0.473961
6919725,0.1937,0.528154,0.278147
6932476,0.000248205,0.00381802,0.995934
6860496,0.0655352,0.324203,0.610262
7156799,0.0689334,0.528728,0.402339
6837521,0.0372285,0.223053,0.739719
6913204,0.0420578,0.44381,0.514132
6947516,0.0554272,0.456401,0.488172
6838117,0.00393763,0.0978179,0.898244
6933366,0.0215803,0.192514,0.785905
7134198,0.0182594,0.196424,0.785316
6898450,0.0202369,0.200539,0.779224
6819926,0.003266,0.0261753,0.970559
6947698,0.029461,0.299365,0.671174
6838721,0.000303121,0.00270123,0.996996
6936661,0.129955,0.527877,0.342168
6912257,0.0271004,0.367095,0.605804
6905569,0.00484599,0.0340264,0.961128
6927167,0.266042,0.453305,0.280653
7150689,0.00458758,0.0358285,0.959584
6820358,0.0217634,0.259338,0.718898
6945045,0.10099,0.687728,0.211282
6866884,0.0131516,0.101384,0.885465
6820658,0.107527,0.392282,0.500192
6826462,0.0271078,0.412361,0.560531
6932390,0.0922543,0.433429,0.474317
6905031,0.38421,0.460729,0.155061
6923011,0.0244303,0.335591,0.639979
6908504,0.394228,0.308603,0.29717
6881050,0.0750271,0.115922,0.809051
6892968,0.00786179,0.139786,0.852352
7346996,0.250767,0.397834,0.351398
6876206,0.0078652,0.174031,0.818104
6813475,0.0444456,0.334475,0.62108
7190057,0.00266995,0.0115629,0.985767
6838465,0.0892069,0.338148,0.572645
6899364,0.0651231,0.34187,0.593007
6891616,0.000108737,0.00261018,0.997281
6836715,0.00190847,0.0603055,0.937786
6829616,0.00958513,0.200009,0.790406
6829144,0.0271731,0.278189,0.694638
6893064,0.0135418,0.160479,0.825979
6861300,0.00187452,0.0396368,0.958489
6926847,0.0318247,0.441969,0.526206
6894021,0.00108305,0.0138386,0.985078
6897946,0.00414177,0.0407583,0.9551
6835716,0.00450584,0.0541471,0.941347
6832160,0.303872,0.47648,0.219649
6835291,0.0401884,0.328035,0.631777
6945184,0.00146171,0.102824,0.895715
7140488,0.108298,0.454861,0.436841
6937850,0.0273098,0.505342,0.467349
6899603,0.00245488,0.0548508,0.942694
6903105,0.41904,0.407813,0.173148
6828476,0.0135932,0.183186,0.803221
6835098,0.0038549,0.0331617,0.962983
6830512,0.0309488,0.203144,0.765907
6879997,0.0760208,0.221749,0.70223
7131517,0.076223,0.514443,0.409334
6835955,0.180538,0.446302,0.373159
6875250,0.0151327,0.159403,0.825464
6932794,0.139319,0.504802,0.35588
6948263,0.0456582,0.697761,0.25658
6867201,0.407746,0.419979,0.172275
6882748,0.00265591,0.00969517,0.987649
6902842,0.0678174,0.661496,0.270686
6847535,0.0123717,0.301685,0.685943
6825267,0.0143338,0.123629,0.862037
6909277,0.000872143,0.0149264,0.984201
7152429,0.513153,0.400039,0.086808
6931179,0.000676021,0.0169509,0.982373
6896746,0.0919589,0.204687,0.703354
6937073,0.00167747,0.0284333,0.969889
6934627,0.000100541,0.00199195,0.997908
6887878,0.109765,0.517836,0.372399
6921531,0.0211521,0.230484,0.748363
6897461,0.000825953,0.00880453,0.990369
6862066,0.0405623,0.253461,0.705977
6851531,0.0386846,0.371079,0.590237
6928550,0.00135514,0.0124387,0.986206
6945851,0.0245406,0.22756,0.7479
6946955,0.000267954,0.00226844,0.997464
6869136,0.0694899,0.704255,0.226255
6908667,0.053908,0.440788,0.505304
6820525,0.0129006,0.19394,0.793159
6887970,0.0692036,0.617896,0.3129
6848365,0.00778802,0.0943077,0.897904
6816173,0.0098244,0.0880242,0.902151
6900732,0.000166537,0.00301396,0.996819
6815786,0.0297463,0.291313,0.67894
6945972,0.126227,0.522074,0.351699
6848445,0.00801712,0.0965468,0.895436
6856486,0.128987,0.333661,0.537352
6867010,0.0172763,0.318625,0.664099
6828257,0.0160483,0.0528247,0.931127
6871807,0.0136625,0.21876,0.767578
7212966,2.44926e-05,0.00346713,0.996508
6889959,0.000715046,0.00574326,0.993542
6915510,0.00583884,0.0953952,0.898766
6905402,0.00368828,0.0699403,0.926371
6826100,0.0248734,0.502483,0.472643
6848893,0.0082853,0.0859066,0.905808
7155647,0.256775,0.313,0.430225
6812883,0.209977,0.564505,0.225518
6866095,0.0026184,0.0469911,0.950391
6931127,0.000275207,0.00412542,0.995599
6829407,0.00203413,0.01571,0.982256
6867548,0.438881,0.420986,0.140133
7132575,0.160761,0.449851,0.389388
6890847,0.0116234,0.0861006,0.902276
6916429,0.00326511,0.00814587,0.988589
6884716,0.78208,0.195459,0.0224605
6896897,0.6289,0.29971,0.0713894
6941572,0.0185872,0.18873,0.792683
6945277,0.116403,0.457358,0.426239
7133293,0.00229125,0.0461576,0.951551
7213385,0.00042041,0.00879158,0.990788
6831928,0.0269066,0.349781,0.623312
6932687,0.00424953,0.0563419,0.939409
6873877,0.00895273,0.135271,0.855777
7135459,0.194705,0.48917,0.316125
6876620,0.00287084,0.0408093,0.95632
6936163,0.00252057,0.0909767,0.906503
6912398,0.0755488,0.198687,0.725764
6917655,0.00154552,0.0095738,0.988881
6941149,0.00450421,0.0450841,0.950412
6941378,0.0304373,0.19093,0.778633
6882453,0.0125722,0.11382,0.873608
7119160,0.0508395,0.245882,0.703279
6868451,0.0683723,0.421336,0.510292
6945881,0.00724571,0.202683,0.790072
6822541,0.00105196,0.0526104,0.946338
6884355,0.11228,0.395112,0.492608
7132247,0.0382789,0.329494,0.632227
6872049,0.0737691,0.410822,0.515409
6890740,0.0105217,0.119392,0.870086
6840897,0.198326,0.385241,0.416433
6847694,0.0143991,0.124427,0.861174
6938196,0.0111552,0.247309,0.741536
6939526,0.0045044,0.0322391,0.963257
6917529,0.000897349,0.011113,0.98799
6885636,0.00219888,0.041479,0.956322
7202614,0.000207489,0.00463524,0.995157
6926453,0.0576816,0.465143,0.477175
6844636,0.333553,0.466242,0.200205
6879293,0.500077,0.347115,0.152808
6924780,0.37443,0.372704,0.252866
6881024,0.00353603,0.0279595,0.968505
6851374,0.132107,0.336434,0.53146
6850953,0.00360167,0.0830526,0.913346
6892292,0.0025869,0.0471172,0.950296
6886159,0.00175866,0.0372016,0.96104
6849877,0.127336,0.504765,0.367899
6940840,0.0118959,0.144931,0.843173
6926838,0.0358175,0.514834,0.449348
6879243,0.435961,0.485062,0.0789772
6944286,0.00841933,0.0580696,0.933511
6915587,0.124489,0.250082,0.625429
6881904,0.123665,0.298478,0.577856
7154358,0.0990151,0.415873,0.485112
6899258,0.00639877,0.0989751,0.894626
6855460,0.301212,0.549559,0.149229
6864884,0.0168167,0.122232,0.860951
6868209,0.139732,0.415916,0.444352
6853834,0.0436144,0.29971,0.656676
7210020,0.0257148,0.262838,0.711447
6933228,0.0253173,0.210627,0.764056
6929227,0.0602276,0.260403,0.679369
7192346,0.0484092,0.269527,0.682063
6928834,0.00319003,0.207673,0.789137
6812269,0.000685187,0.00876002,0.990555
6851446,0.04221,0.329804,0.627986
6930820,0.00211964,0.0397692,0.958111
6875310,0.0565787,0.194003,0.749418
6932397,0.0250886,0.0714913,0.90342
6904291,0.00104897,0.0179537,0.980997
6921642,0.0855299,0.47953,0.43494
7136057,0.15047,0.357112,0.492418
6920815,0.0129448,0.0957458,0.891309
6861757,0.218447,0.572535,0.209018
6934222,0.352013,0.423628,0.224358
6946448,0.0721162,0.178908,0.748976
6890569,0.198494,0.25138,0.550127
6884477,0.0282711,0.334706,0.637023
7145006,0.00100824,0.0363148,0.962677
6893718,0.00106955,0.0171714,0.981759
6893330,0.00476386,0.0449233,0.950313
6901780,0.00101517,0.02928,0.969705
6815738,0.143727,0.544707,0.311566
6917209,0.00375713,0.0202787,0.975964
6904227,0.00167341,0.0247841,0.973543
6894402,0.000536171,0.00843415,0.99103
7146083,0.0214126,0.235673,0.742914
6902153,0.00386275,0.0457636,0.950374
6925988,0.0529269,0.40031,0.546763
6881323,8.72855e-05,0.00154135,0.998371
6937405,0.0349185,0.0273304,0.937751
7098390,0.179151,0.493656,0.327192
6935942,0.437958,0.391326,0.170716
6833510,0.0775524,0.351425,0.571023
6812857,0.0664121,0.249404,0.684184
6828441,0.0759579,0.273665,0.650377
6915711,0.092484,0.387457,0.520059
6880643,0.278845,0.512288,0.208867
7224930,0.0390443,0.35098,0.609976
6852614,0.00147927,0.0290844,0.969436
6853816,0.00919989,0.12296,0.86784
6811964,0.585146,0.288515,0.126339
6847800,0.00116952,0.0270055,0.971825
6859897,0.172246,0.408977,0.418778
